volver (subjuntivo pretérito perfecto)	yo haya vuelto<br>tú hayas vuelto<br>él, ella, Ud. haya vuelto<br>nosotros hayamos vuelto<br>vosotros hayáis vuelto<br>ellos, ellas, Uds. hayan vuelto<br>vos hayas vuelto	subjuntivo pretérito perfecto
volver (subjuntivo pluscuamperfecto)	yo hubiera o hubiese vuelto<br>tú hubieras o hubieses vuelto<br>él, ella, Ud. hubiera o hubiese vuelto<br>nosotros hubiéramos o hubiésemos vuelto<br>vosotros hubierais o hubieseis vuelto<br>ellos, ellas, Uds. hubieran o hubiesen vuelto<br>vos hubieras o hubieses vuelto	subjuntivo pluscuamperfecto
volver (subjuntivo futuro perfecto)	yo hubiere vuelto<br>tú hubieres vuelto<br>él, ella, Ud. hubiere vuelto<br>nosotros hubiéremos vuelto<br>vosotros hubiereis vuelto<br>ellos, ellas, Uds. hubieren vuelto<br>vos hubieres vuelto	subjuntivo futuro perfecto
volver (imperativo afirmativo)	yo –<br>tú ¡vuelve!<br>él, ella, Ud. ¡vuelva!<br>nosotros ¡volvamos!<br>vosotros ¡volved!<br>ellos, ellas, Uds. ¡vuelvan!<br>vos ¡volvé!	imperativo afirmativo
volver (imperativo negativo)	yo –<br>tú ¡no vuelvas!<br>él, ella, Ud. ¡no vuelva!<br>nosotros ¡no volvamos!<br>vosotros ¡no volváis!<br>ellos, ellas, Uds. ¡no vuelvan!<br>vos ¡no vuelvas, *volvás!	imperativo negativo
tomar (presente)	yo tomo<br>tú tomas<br>él, ella, Ud. toma<br>nosotros tomamos<br>vosotros tomáis<br>ellos, ellas, Uds. toman<br>vos tomás	presente
tomar (imperfecto)	yo tomaba<br>tú tomabas<br>él, ella, Ud. tomaba<br>nosotros tomábamos<br>vosotros tomabais<br>ellos, ellas, Uds. tomaban<br>vos tomabas	imperfecto
tomar (pretérito)	yo tomé<br>tú tomaste<br>él, ella, Ud. tomó<br>nosotros tomamos<br>vosotros tomasteis<br>ellos, ellas, Uds. tomaron<br>vos tomaste	pretérito
tomar (futuro)	yo tomaré<br>tú tomarás<br>él, ella, Ud. tomará<br>nosotros tomaremos<br>vosotros tomaréis<br>ellos, ellas, Uds. tomarán<br>vos tomarás	futuro
tomar (condicional)	yo tomaría<br>tú tomarías<br>él, ella, Ud. tomaría<br>nosotros tomaríamos<br>vosotros tomaríais<br>ellos, ellas, Uds. tomarían<br>vos tomarías	condicional
tomar (pretérito anterior)	yo hube tomado<br>tú hubiste tomado<br>él, ella, Ud. hubo tomado<br>nosotros hubimos tomado<br>vosotros hubisteis tomado<br>ellos, ellas, Uds. hubieron tomado<br>vos hubiste tomado	pretérito anterior
tomar (pretérito perfecto)	yo he tomado<br>tú has tomado<br>él, ella, Ud. ha tomado<br>nosotros hemos tomado<br>vosotros habéis tomado<br>ellos, ellas, Uds. han tomado<br>vos has tomado	pretérito perfecto
tomar (pluscuamperfecto)	yo había tomado<br>tú habías tomado<br>él, ella, Ud. había tomado<br>nosotros habíamos tomado<br>vosotros habíais tomado<br>ellos, ellas, Uds. habían tomado<br>vos habías tomado	pluscuamperfecto
tomar (futuro perfecto)	yo habré tomado<br>tú habrás tomado<br>él, ella, Ud. habrá tomado<br>nosotros habremos tomado<br>vosotros habréis tomado<br>ellos, ellas, Uds. habrán tomado<br>vos habrás tomado	futuro perfecto
tomar (condicional perfecto)	yo habría tomado<br>tú habrías tomado<br>él, ella, Ud. habría tomado<br>nosotros habríamos tomado<br>vosotros habríais tomado<br>ellos, ellas, Uds. habrían tomado<br>vos habrías tomado	condicional perfecto
tomar (subjuntivo presente)	yo tome<br>tú tomes<br>él, ella, Ud. tome<br>nosotros tomemos<br>vosotros toméis<br>ellos, ellas, Uds. tomen<br>vos tomes, *tomés	subjuntivo presente
tomar (subjuntivo imperfecto)	yo tomara o tomase<br>tú tomaras o tomases<br>él, ella, Ud. tomara o tomase<br>nosotros tomáramos o tomásemos<br>vosotros tomarais o tomaseis<br>ellos, ellas, Uds. tomaran o tomasen<br>vos tomaras o tomases	subjuntivo imperfecto
tomar (subjuntivo futuro)	yo tomare<br>tú tomares<br>él, ella, Ud. tomare<br>nosotros tomáremos<br>vosotros tomareis<br>ellos, ellas, Uds. tomaren<br>vos tomares	subjuntivo futuro
tomar (subjuntivo pretérito perfecto)	yo haya tomado<br>tú hayas tomado<br>él, ella, Ud. haya tomado<br>nosotros hayamos tomado<br>vosotros hayáis tomado<br>ellos, ellas, Uds. hayan tomado<br>vos hayas tomado	subjuntivo pretérito perfecto
tomar (subjuntivo pluscuamperfecto)	yo hubiera o hubiese tomado<br>tú hubieras o hubieses tomado<br>él, ella, Ud. hubiera o hubiese tomado<br>nosotros hubiéramos o hubiésemos tomado<br>vosotros hubierais o hubieseis tomado<br>ellos, ellas, Uds. hubieran o hubiesen tomado<br>vos hubieras o hubieses tomado	subjuntivo pluscuamperfecto
tomar (subjuntivo futuro perfecto)	yo hubiere tomado<br>tú hubieres tomado<br>él, ella, Ud. hubiere tomado<br>nosotros hubiéremos tomado<br>vosotros hubiereis tomado<br>ellos, ellas, Uds. hubieren tomado<br>vos hubieres tomado	subjuntivo futuro perfecto
tomar (imperativo afirmativo)	yo –<br>tú ¡toma!<br>él, ella, Ud. ¡tome!<br>nosotros ¡tomemos!<br>vosotros ¡tomad!<br>ellos, ellas, Uds. ¡tomen!<br>vos ¡tomá!	imperativo afirmativo
tomar (imperativo negativo)	yo –<br>tú ¡no tomes!<br>él, ella, Ud. ¡no tome!<br>nosotros ¡no tomemos!<br>vosotros ¡no toméis!<br>ellos, ellas, Uds. ¡no tomen!<br>vos ¡no tomes, *tomés!	imperativo negativo
conocer (presente)	yo conozco<br>tú conoces<br>él, ella, Ud. conoce<br>nosotros conocemos<br>vosotros conocéis<br>ellos, ellas, Uds. conocen<br>vos conocés	presente
conocer (imperfecto)	yo conocía<br>tú conocías<br>él, ella, Ud. conocía<br>nosotros conocíamos<br>vosotros conocíais<br>ellos, ellas, Uds. conocían<br>vos conocías	imperfecto
conocer (pretérito)	yo conocí<br>tú conociste<br>él, ella, Ud. conoció<br>nosotros conocimos<br>vosotros conocisteis<br>ellos, ellas, Uds. conocieron<br>vos conociste	pretérito
conocer (futuro)	yo conoceré<br>tú conocerás<br>él, ella, Ud. conocerá<br>nosotros conoceremos<br>vosotros conoceréis<br>ellos, ellas, Uds. conocerán<br>vos conocerás	futuro
conocer (condicional)	yo conocería<br>tú conocerías<br>él, ella, Ud. conocería<br>nosotros conoceríamos<br>vosotros conoceríais<br>ellos, ellas, Uds. conocerían<br>vos conocerías	condicional
conocer (pretérito anterior)	yo hube conocido<br>tú hubiste conocido<br>él, ella, Ud. hubo conocido<br>nosotros hubimos conocido<br>vosotros hubisteis conocido<br>ellos, ellas, Uds. hubieron conocido<br>vos hubiste conocido	pretérito anterior
conocer (pretérito perfecto)	yo he conocido<br>tú has conocido<br>él, ella, Ud. ha conocido<br>nosotros hemos conocido<br>vosotros habéis conocido<br>ellos, ellas, Uds. han conocido<br>vos has conocido	pretérito perfecto
conocer (pluscuamperfecto)	yo había conocido<br>tú habías conocido<br>él, ella, Ud. había conocido<br>nosotros habíamos conocido<br>vosotros habíais conocido<br>ellos, ellas, Uds. habían conocido<br>vos habías conocido	pluscuamperfecto
conocer (futuro perfecto)	yo habré conocido<br>tú habrás conocido<br>él, ella, Ud. habrá conocido<br>nosotros habremos conocido<br>vosotros habréis conocido<br>ellos, ellas, Uds. habrán conocido<br>vos habrás conocido	futuro perfecto
conocer (condicional perfecto)	yo habría conocido<br>tú habrías conocido<br>él, ella, Ud. habría conocido<br>nosotros habríamos conocido<br>vosotros habríais conocido<br>ellos, ellas, Uds. habrían conocido<br>vos habrías conocido	condicional perfecto
conocer (subjuntivo presente)	yo conozca<br>tú conozcas<br>él, ella, Ud. conozca<br>nosotros conozcamos<br>vosotros conozcáis<br>ellos, ellas, Uds. conozcan<br>vos conozcas	subjuntivo presente
conocer (subjuntivo imperfecto)	yo conociera o conociese<br>tú conocieras o conocieses<br>él, ella, Ud. conociera o conociese<br>nosotros conociéramos o conociésemos<br>vosotros conocierais o conocieseis<br>ellos, ellas, Uds. conocieran o conociesen<br>vos conocieras o conocieses	subjuntivo imperfecto
conocer (subjuntivo futuro)	yo conociere<br>tú conocieres<br>él, ella, Ud. conociere<br>nosotros conociéremos<br>vosotros conociereis<br>ellos, ellas, Uds. conocieren<br>vos conocieres	subjuntivo futuro
conocer (subjuntivo pretérito perfecto)	yo haya conocido<br>tú hayas conocido<br>él, ella, Ud. haya conocido<br>nosotros hayamos conocido<br>vosotros hayáis conocido<br>ellos, ellas, Uds. hayan conocido<br>vos hayas conocido	subjuntivo pretérito perfecto
conocer (subjuntivo pluscuamperfecto)	yo hubiera o hubiese conocido<br>tú hubieras o hubieses conocido<br>él, ella, Ud. hubiera o hubiese conocido<br>nosotros hubiéramos o hubiésemos conocido<br>vosotros hubierais o hubieseis conocido<br>ellos, ellas, Uds. hubieran o hubiesen conocido<br>vos hubieras o hubieses conocido	subjuntivo pluscuamperfecto
conocer (subjuntivo futuro perfecto)	yo hubiere conocido<br>tú hubieres conocido<br>él, ella, Ud. hubiere conocido<br>nosotros hubiéremos conocido<br>vosotros hubiereis conocido<br>ellos, ellas, Uds. hubieren conocido<br>vos hubieres conocido	subjuntivo futuro perfecto
conocer (imperativo afirmativo)	yo –<br>tú ¡conoce!<br>él, ella, Ud. ¡conozca!<br>nosotros ¡conozcamos!<br>vosotros ¡conoced!<br>ellos, ellas, Uds. ¡conozcan!<br>vos ¡conocé!	imperativo afirmativo
conocer (imperativo negativo)	yo –<br>tú ¡no conozcas!<br>él, ella, Ud. ¡no conozca!<br>nosotros ¡no conozcamos!<br>vosotros ¡no conozcáis!<br>ellos, ellas, Uds. ¡no conozcan!<br>vos ¡no conozcas!	imperativo negativo
vivir (presente)	yo vivo<br>tú vives<br>él, ella, Ud. vive<br>nosotros vivimos<br>vosotros vivís<br>ellos, ellas, Uds. viven<br>vos vivís	presente
vivir (imperfecto)	yo vivía<br>tú vivías<br>él, ella, Ud. vivía<br>nosotros vivíamos<br>vosotros vivíais<br>ellos, ellas, Uds. vivían<br>vos vivías	imperfecto
vivir (pretérito)	yo viví<br>tú viviste<br>él, ella, Ud. vivió<br>nosotros vivimos<br>vosotros vivisteis<br>ellos, ellas, Uds. vivieron<br>vos viviste	pretérito
vivir (futuro)	yo viviré<br>tú vivirás<br>él, ella, Ud. vivirá<br>nosotros viviremos<br>vosotros viviréis<br>ellos, ellas, Uds. vivirán<br>vos vivirás	futuro
vivir (condicional)	yo viviría<br>tú vivirías<br>él, ella, Ud. viviría<br>nosotros viviríamos<br>vosotros viviríais<br>ellos, ellas, Uds. vivirían<br>vos vivirías	condicional
vivir (pretérito anterior)	yo hube vivido<br>tú hubiste vivido<br>él, ella, Ud. hubo vivido<br>nosotros hubimos vivido<br>vosotros hubisteis vivido<br>ellos, ellas, Uds. hubieron vivido<br>vos hubiste vivido	pretérito anterior
vivir (pretérito perfecto)	yo he vivido<br>tú has vivido<br>él, ella, Ud. ha vivido<br>nosotros hemos vivido<br>vosotros habéis vivido<br>ellos, ellas, Uds. han vivido<br>vos has vivido	pretérito perfecto
vivir (pluscuamperfecto)	yo había vivido<br>tú habías vivido<br>él, ella, Ud. había vivido<br>nosotros habíamos vivido<br>vosotros habíais vivido<br>ellos, ellas, Uds. habían vivido<br>vos habías vivido	pluscuamperfecto
vivir (futuro perfecto)	yo habré vivido<br>tú habrás vivido<br>él, ella, Ud. habrá vivido<br>nosotros habremos vivido<br>vosotros habréis vivido<br>ellos, ellas, Uds. habrán vivido<br>vos habrás vivido	futuro perfecto
vivir (condicional perfecto)	yo habría vivido<br>tú habrías vivido<br>él, ella, Ud. habría vivido<br>nosotros habríamos vivido<br>vosotros habríais vivido<br>ellos, ellas, Uds. habrían vivido<br>vos habrías vivido	condicional perfecto
vivir (subjuntivo presente)	yo viva<br>tú vivas<br>él, ella, Ud. viva<br>nosotros vivamos<br>vosotros viváis<br>ellos, ellas, Uds. vivan<br>vos vivas	subjuntivo presente
vivir (subjuntivo imperfecto)	yo viviera o viviese<br>tú vivieras o vivieses<br>él, ella, Ud. viviera o viviese<br>nosotros viviéramos o viviésemos<br>vosotros vivierais o vivieseis<br>ellos, ellas, Uds. vivieran o viviesen<br>vos vivieras o vivieses	subjuntivo imperfecto
vivir (subjuntivo futuro)	yo viviere<br>tú vivieres<br>él, ella, Ud. viviere<br>nosotros viviéremos<br>vosotros viviereis<br>ellos, ellas, Uds. vivieren<br>vos vivieres	subjuntivo futuro
vivir (subjuntivo pretérito perfecto)	yo haya vivido<br>tú hayas vivido<br>él, ella, Ud. haya vivido<br>nosotros hayamos vivido<br>vosotros hayáis vivido<br>ellos, ellas, Uds. hayan vivido<br>vos hayas vivido	subjuntivo pretérito perfecto
vivir (subjuntivo pluscuamperfecto)	yo hubiera o hubiese vivido<br>tú hubieras o hubieses vivido<br>él, ella, Ud. hubiera o hubiese vivido<br>nosotros hubiéramos o hubiésemos vivido<br>vosotros hubierais o hubieseis vivido<br>ellos, ellas, Uds. hubieran o hubiesen vivido<br>vos hubieras o hubieses vivido	subjuntivo pluscuamperfecto
vivir (subjuntivo futuro perfecto)	yo hubiere vivido<br>tú hubieres vivido<br>él, ella, Ud. hubiere vivido<br>nosotros hubiéremos vivido<br>vosotros hubiereis vivido<br>ellos, ellas, Uds. hubieren vivido<br>vos hubieres vivido	subjuntivo futuro perfecto
vivir (imperativo afirmativo)	yo –<br>tú ¡vive!<br>él, ella, Ud. ¡viva!<br>nosotros ¡vivamos!<br>vosotros ¡vivid!<br>ellos, ellas, Uds. ¡vivan!<br>vos ¡viví!	imperativo afirmativo
vivir (imperativo negativo)	yo –<br>tú ¡no vivas!<br>él, ella, Ud. ¡no viva!<br>nosotros ¡no vivamos!<br>vosotros ¡no viváis!<br>ellos, ellas, Uds. ¡no vivan!<br>vos ¡no vivas!	imperativo negativo
sentir (presente)	yo siento<br>tú sientes<br>él, ella, Ud. siente<br>nosotros sentimos<br>vosotros sentís<br>ellos, ellas, Uds. sienten<br>vos sentís	presente
sentir (imperfecto)	yo sentía<br>tú sentías<br>él, ella, Ud. sentía<br>nosotros sentíamos<br>vosotros sentíais<br>ellos, ellas, Uds. sentían<br>vos sentías	imperfecto
sentir (pretérito)	yo sentí<br>tú sentiste<br>él, ella, Ud. sintió<br>nosotros sentimos<br>vosotros sentisteis<br>ellos, ellas, Uds. sintieron<br>vos sentiste	pretérito
sentir (futuro)	yo sentiré<br>tú sentirás<br>él, ella, Ud. sentirá<br>nosotros sentiremos<br>vosotros sentiréis<br>ellos, ellas, Uds. sentirán<br>vos sentirás	futuro
sentir (condicional)	yo sentiría<br>tú sentirías<br>él, ella, Ud. sentiría<br>nosotros sentiríamos<br>vosotros sentiríais<br>ellos, ellas, Uds. sentirían<br>vos sentirías	condicional
sentir (pretérito anterior)	yo hube sentido<br>tú hubiste sentido<br>él, ella, Ud. hubo sentido<br>nosotros hubimos sentido<br>vosotros hubisteis sentido<br>ellos, ellas, Uds. hubieron sentido<br>vos hubiste sentido	pretérito anterior
sentir (pretérito perfecto)	yo he sentido<br>tú has sentido<br>él, ella, Ud. ha sentido<br>nosotros hemos sentido<br>vosotros habéis sentido<br>ellos, ellas, Uds. han sentido<br>vos has sentido	pretérito perfecto
sentir (pluscuamperfecto)	yo había sentido<br>tú habías sentido<br>él, ella, Ud. había sentido<br>nosotros habíamos sentido<br>vosotros habíais sentido<br>ellos, ellas, Uds. habían sentido<br>vos habías sentido	pluscuamperfecto
sentir (futuro perfecto)	yo habré sentido<br>tú habrás sentido<br>él, ella, Ud. habrá sentido<br>nosotros habremos sentido<br>vosotros habréis sentido<br>ellos, ellas, Uds. habrán sentido<br>vos habrás sentido	futuro perfecto
sentir (condicional perfecto)	yo habría sentido<br>tú habrías sentido<br>él, ella, Ud. habría sentido<br>nosotros habríamos sentido<br>vosotros habríais sentido<br>ellos, ellas, Uds. habrían sentido<br>vos habrías sentido	condicional perfecto
sentir (subjuntivo presente)	yo sienta<br>tú sientas<br>él, ella, Ud. sienta<br>nosotros sintamos<br>vosotros sintáis<br>ellos, ellas, Uds. sientan<br>vos sientas, *sintás	subjuntivo presente
sentir (subjuntivo imperfecto)	yo sintiera o sintiese<br>tú sintieras o sintieses<br>él, ella, Ud. sintiera o sintiese<br>nosotros sintiéramos o sintiésemos<br>vosotros sintierais o sintieseis<br>ellos, ellas, Uds. sintieran o sintiesen<br>vos sintieras o sintieses	subjuntivo imperfecto
sentir (subjuntivo futuro)	yo sintiere<br>tú sintieres<br>él, ella, Ud. sintiere<br>nosotros sintiéremos<br>vosotros sintiereis<br>ellos, ellas, Uds. sintieren<br>vos sintieres	subjuntivo futuro
sentir (subjuntivo pretérito perfecto)	yo haya sentido<br>tú hayas sentido<br>él, ella, Ud. haya sentido<br>nosotros hayamos sentido<br>vosotros hayáis sentido<br>ellos, ellas, Uds. hayan sentido<br>vos hayas sentido	subjuntivo pretérito perfecto
sentir (subjuntivo pluscuamperfecto)	yo hubiera o hubiese sentido<br>tú hubieras o hubieses sentido<br>él, ella, Ud. hubiera o hubiese sentido<br>nosotros hubiéramos o hubiésemos sentido<br>vosotros hubierais o hubieseis sentido<br>ellos, ellas, Uds. hubieran o hubiesen sentido<br>vos hubieras o hubieses sentido	subjuntivo pluscuamperfecto
sentir (subjuntivo futuro perfecto)	yo hubiere sentido<br>tú hubieres sentido<br>él, ella, Ud. hubiere sentido<br>nosotros hubiéremos sentido<br>vosotros hubiereis sentido<br>ellos, ellas, Uds. hubieren sentido<br>vos hubieres sentido	subjuntivo futuro perfecto
sentir (imperativo afirmativo)	yo –<br>tú ¡siente!<br>él, ella, Ud. ¡sienta!<br>nosotros ¡sintamos!<br>vosotros ¡sentid!<br>ellos, ellas, Uds. ¡sientan!<br>vos ¡sentí!	imperativo afirmativo
sentir (imperativo negativo)	yo –<br>tú ¡no sientas!<br>él, ella, Ud. ¡no sienta!<br>nosotros ¡no sintamos!<br>vosotros ¡no sintáis!<br>ellos, ellas, Uds. ¡no sientan!<br>vos ¡no sientas, *sintás!	imperativo negativo
tratar (presente)	yo trato<br>tú tratas<br>él, ella, Ud. trata<br>nosotros tratamos<br>vosotros tratáis<br>ellos, ellas, Uds. tratan<br>vos tratás	presente
tratar (imperfecto)	yo trataba<br>tú tratabas<br>él, ella, Ud. trataba<br>nosotros tratábamos<br>vosotros tratabais<br>ellos, ellas, Uds. trataban<br>vos tratabas	imperfecto
tratar (pretérito)	yo traté<br>tú trataste<br>él, ella, Ud. trató<br>nosotros tratamos<br>vosotros tratasteis<br>ellos, ellas, Uds. trataron<br>vos trataste	pretérito
tratar (futuro)	yo trataré<br>tú tratarás<br>él, ella, Ud. tratará<br>nosotros trataremos<br>vosotros trataréis<br>ellos, ellas, Uds. tratarán<br>vos tratarás	futuro
tratar (condicional)	yo trataría<br>tú tratarías<br>él, ella, Ud. trataría<br>nosotros trataríamos<br>vosotros trataríais<br>ellos, ellas, Uds. tratarían<br>vos tratarías	condicional
tratar (pretérito anterior)	yo hube tratado<br>tú hubiste tratado<br>él, ella, Ud. hubo tratado<br>nosotros hubimos tratado<br>vosotros hubisteis tratado<br>ellos, ellas, Uds. hubieron tratado<br>vos hubiste tratado	pretérito anterior
tratar (pretérito perfecto)	yo he tratado<br>tú has tratado<br>él, ella, Ud. ha tratado<br>nosotros hemos tratado<br>vosotros habéis tratado<br>ellos, ellas, Uds. han tratado<br>vos has tratado	pretérito perfecto
tratar (pluscuamperfecto)	yo había tratado<br>tú habías tratado<br>él, ella, Ud. había tratado<br>nosotros habíamos tratado<br>vosotros habíais tratado<br>ellos, ellas, Uds. habían tratado<br>vos habías tratado	pluscuamperfecto
tratar (futuro perfecto)	yo habré tratado<br>tú habrás tratado<br>él, ella, Ud. habrá tratado<br>nosotros habremos tratado<br>vosotros habréis tratado<br>ellos, ellas, Uds. habrán tratado<br>vos habrás tratado	futuro perfecto
tratar (condicional perfecto)	yo habría tratado<br>tú habrías tratado<br>él, ella, Ud. habría tratado<br>nosotros habríamos tratado<br>vosotros habríais tratado<br>ellos, ellas, Uds. habrían tratado<br>vos habrías tratado	condicional perfecto
tratar (subjuntivo presente)	yo trate<br>tú trates<br>él, ella, Ud. trate<br>nosotros tratemos<br>vosotros tratéis<br>ellos, ellas, Uds. traten<br>vos trates, *tratés	subjuntivo presente
tratar (subjuntivo imperfecto)	yo tratara o tratase<br>tú trataras o tratases<br>él, ella, Ud. tratara o tratase<br>nosotros tratáramos o tratásemos<br>vosotros tratarais o trataseis<br>ellos, ellas, Uds. trataran o tratasen<br>vos trataras o tratases	subjuntivo imperfecto
tratar (subjuntivo futuro)	yo tratare<br>tú tratares<br>él, ella, Ud. tratare<br>nosotros tratáremos<br>vosotros tratareis<br>ellos, ellas, Uds. trataren<br>vos tratares	subjuntivo futuro
tratar (subjuntivo pretérito perfecto)	yo haya tratado<br>tú hayas tratado<br>él, ella, Ud. haya tratado<br>nosotros hayamos tratado<br>vosotros hayáis tratado<br>ellos, ellas, Uds. hayan tratado<br>vos hayas tratado	subjuntivo pretérito perfecto
tratar (subjuntivo pluscuamperfecto)	yo hubiera o hubiese tratado<br>tú hubieras o hubieses tratado<br>él, ella, Ud. hubiera o hubiese tratado<br>nosotros hubiéramos o hubiésemos tratado<br>vosotros hubierais o hubieseis tratado<br>ellos, ellas, Uds. hubieran o hubiesen tratado<br>vos hubieras o hubieses tratado	subjuntivo pluscuamperfecto
tratar (subjuntivo futuro perfecto)	yo hubiere tratado<br>tú hubieres tratado<br>él, ella, Ud. hubiere tratado<br>nosotros hubiéremos tratado<br>vosotros hubiereis tratado<br>ellos, ellas, Uds. hubieren tratado<br>vos hubieres tratado	subjuntivo futuro perfecto
tratar (imperativo afirmativo)	yo –<br>tú ¡trata!<br>él, ella, Ud. ¡trate!<br>nosotros ¡tratemos!<br>vosotros ¡tratad!<br>ellos, ellas, Uds. ¡traten!<br>vos ¡tratá!	imperativo afirmativo
tratar (imperativo negativo)	yo –<br>tú ¡no trates!<br>él, ella, Ud. ¡no trate!<br>nosotros ¡no tratemos!<br>vosotros ¡no tratéis!<br>ellos, ellas, Uds. ¡no traten!<br>vos ¡no trates, *tratés!	imperativo negativo
mirar (presente)	yo miro<br>tú miras<br>él, ella, Ud. mira<br>nosotros miramos<br>vosotros miráis<br>ellos, ellas, Uds. miran<br>vos mirás	presente
mirar (imperfecto)	yo miraba<br>tú mirabas<br>él, ella, Ud. miraba<br>nosotros mirábamos<br>vosotros mirabais<br>ellos, ellas, Uds. miraban<br>vos mirabas	imperfecto
mirar (pretérito)	yo miré<br>tú miraste<br>él, ella, Ud. miró<br>nosotros miramos<br>vosotros mirasteis<br>ellos, ellas, Uds. miraron<br>vos miraste	pretérito
mirar (futuro)	yo miraré<br>tú mirarás<br>él, ella, Ud. mirará<br>nosotros miraremos<br>vosotros miraréis<br>ellos, ellas, Uds. mirarán<br>vos mirarás	futuro
mirar (condicional)	yo miraría<br>tú mirarías<br>él, ella, Ud. miraría<br>nosotros miraríamos<br>vosotros miraríais<br>ellos, ellas, Uds. mirarían<br>vos mirarías	condicional
mirar (pretérito anterior)	yo hube mirado<br>tú hubiste mirado<br>él, ella, Ud. hubo mirado<br>nosotros hubimos mirado<br>vosotros hubisteis mirado<br>ellos, ellas, Uds. hubieron mirado<br>vos hubiste mirado	pretérito anterior
mirar (pretérito perfecto)	yo he mirado<br>tú has mirado<br>él, ella, Ud. ha mirado<br>nosotros hemos mirado<br>vosotros habéis mirado<br>ellos, ellas, Uds. han mirado<br>vos has mirado	pretérito perfecto
mirar (pluscuamperfecto)	yo había mirado<br>tú habías mirado<br>él, ella, Ud. había mirado<br>nosotros habíamos mirado<br>vosotros habíais mirado<br>ellos, ellas, Uds. habían mirado<br>vos habías mirado	pluscuamperfecto
mirar (futuro perfecto)	yo habré mirado<br>tú habrás mirado<br>él, ella, Ud. habrá mirado<br>nosotros habremos mirado<br>vosotros habréis mirado<br>ellos, ellas, Uds. habrán mirado<br>vos habrás mirado	futuro perfecto
mirar (condicional perfecto)	yo habría mirado<br>tú habrías mirado<br>él, ella, Ud. habría mirado<br>nosotros habríamos mirado<br>vosotros habríais mirado<br>ellos, ellas, Uds. habrían mirado<br>vos habrías mirado	condicional perfecto
mirar (subjuntivo presente)	yo mire<br>tú mires<br>él, ella, Ud. mire<br>nosotros miremos<br>vosotros miréis<br>ellos, ellas, Uds. miren<br>vos mires, *mirés	subjuntivo presente
mirar (subjuntivo imperfecto)	yo mirara o mirase<br>tú miraras o mirases<br>él, ella, Ud. mirara o mirase<br>nosotros miráramos o mirásemos<br>vosotros mirarais o miraseis<br>ellos, ellas, Uds. miraran o mirasen<br>vos miraras o mirases	subjuntivo imperfecto
mirar (subjuntivo futuro)	yo mirare<br>tú mirares<br>él, ella, Ud. mirare<br>nosotros miráremos<br>vosotros mirareis<br>ellos, ellas, Uds. miraren<br>vos mirares	subjuntivo futuro
mirar (subjuntivo pretérito perfecto)	yo haya mirado<br>tú hayas mirado<br>él, ella, Ud. haya mirado<br>nosotros hayamos mirado<br>vosotros hayáis mirado<br>ellos, ellas, Uds. hayan mirado<br>vos hayas mirado	subjuntivo pretérito perfecto
mirar (subjuntivo pluscuamperfecto)	yo hubiera o hubiese mirado<br>tú hubieras o hubieses mirado<br>él, ella, Ud. hubiera o hubiese mirado<br>nosotros hubiéramos o hubiésemos mirado<br>vosotros hubierais o hubieseis mirado<br>ellos, ellas, Uds. hubieran o hubiesen mirado<br>vos hubieras o hubieses mirado	subjuntivo pluscuamperfecto
mirar (subjuntivo futuro perfecto)	yo hubiere mirado<br>tú hubieres mirado<br>él, ella, Ud. hubiere mirado<br>nosotros hubiéremos mirado<br>vosotros hubiereis mirado<br>ellos, ellas, Uds. hubieren mirado<br>vos hubieres mirado	subjuntivo futuro perfecto
mirar (imperativo afirmativo)	yo –<br>tú ¡mira!<br>él, ella, Ud. ¡mire!<br>nosotros ¡miremos!<br>vosotros ¡mirad!<br>ellos, ellas, Uds. ¡miren!<br>vos ¡mirá!	imperativo afirmativo
mirar (imperativo negativo)	yo –<br>tú ¡no mires!<br>él, ella, Ud. ¡no mire!<br>nosotros ¡no miremos!<br>vosotros ¡no miréis!<br>ellos, ellas, Uds. ¡no miren!<br>vos ¡no mires, *mirés!	imperativo negativo
contar (presente)	yo cuento<br>tú cuentas<br>él, ella, Ud. cuenta<br>nosotros contamos<br>vosotros contáis<br>ellos, ellas, Uds. cuentan<br>vos contás	presente
contar (imperfecto)	yo contaba<br>tú contabas<br>él, ella, Ud. contaba<br>nosotros contábamos<br>vosotros contabais<br>ellos, ellas, Uds. contaban<br>vos contabas	imperfecto
contar (pretérito)	yo conté<br>tú contaste<br>él, ella, Ud. contó<br>nosotros contamos<br>vosotros contasteis<br>ellos, ellas, Uds. contaron<br>vos contaste	pretérito
contar (futuro)	yo contaré<br>tú contarás<br>él, ella, Ud. contará<br>nosotros contaremos<br>vosotros contaréis<br>ellos, ellas, Uds. contarán<br>vos contarás	futuro
contar (condicional)	yo contaría<br>tú contarías<br>él, ella, Ud. contaría<br>nosotros contaríamos<br>vosotros contaríais<br>ellos, ellas, Uds. contarían<br>vos contarías	condicional
contar (pretérito anterior)	yo hube contado<br>tú hubiste contado<br>él, ella, Ud. hubo contado<br>nosotros hubimos contado<br>vosotros hubisteis contado<br>ellos, ellas, Uds. hubieron contado<br>vos hubiste contado	pretérito anterior
contar (pretérito perfecto)	yo he contado<br>tú has contado<br>él, ella, Ud. ha contado<br>nosotros hemos contado<br>vosotros habéis contado<br>ellos, ellas, Uds. han contado<br>vos has contado	pretérito perfecto
