recibir (subjuntivo imperfecto)	yo recibiera o recibiese<br>tú recibieras o recibieses<br>él, ella, Ud. recibiera o recibiese<br>nosotros recibiéramos o recibiésemos<br>vosotros recibierais o recibieseis<br>ellos, ellas, Uds. recibieran o recibiesen<br>vos recibieras o recibieses	subjuntivo imperfecto
recibir (subjuntivo futuro)	yo recibiere<br>tú recibieres<br>él, ella, Ud. recibiere<br>nosotros recibiéremos<br>vosotros recibiereis<br>ellos, ellas, Uds. recibieren<br>vos recibieres	subjuntivo futuro
recibir (subjuntivo pretérito perfecto)	yo haya recibido<br>tú hayas recibido<br>él, ella, Ud. haya recibido<br>nosotros hayamos recibido<br>vosotros hayáis recibido<br>ellos, ellas, Uds. hayan recibido<br>vos hayas recibido	subjuntivo pretérito perfecto
recibir (subjuntivo pluscuamperfecto)	yo hubiera o hubiese recibido<br>tú hubieras o hubieses recibido<br>él, ella, Ud. hubiera o hubiese recibido<br>nosotros hubiéramos o hubiésemos recibido<br>vosotros hubierais o hubieseis recibido<br>ellos, ellas, Uds. hubieran o hubiesen recibido<br>vos hubieras o hubieses recibido	subjuntivo pluscuamperfecto
recibir (subjuntivo futuro perfecto)	yo hubiere recibido<br>tú hubieres recibido<br>él, ella, Ud. hubiere recibido<br>nosotros hubiéremos recibido<br>vosotros hubiereis recibido<br>ellos, ellas, Uds. hubieren recibido<br>vos hubieres recibido	subjuntivo futuro perfecto
recibir (imperativo afirmativo)	yo –<br>tú ¡recibe!<br>él, ella, Ud. ¡reciba!<br>nosotros ¡recibamos!<br>vosotros ¡recibid!<br>ellos, ellas, Uds. ¡reciban!<br>vos ¡recibí!	imperativo afirmativo
recibir (imperativo negativo)	yo –<br>tú ¡no recibas!<br>él, ella, Ud. ¡no reciba!<br>nosotros ¡no recibamos!<br>vosotros ¡no recibáis!<br>ellos, ellas, Uds. ¡no reciban!<br>vos ¡no recibas!	imperativo negativo
recordar (presente)	yo recuerdo<br>tú recuerdas<br>él, ella, Ud. recuerda<br>nosotros recordamos<br>vosotros recordáis<br>ellos, ellas, Uds. recuerdan<br>vos recordás	presente
recordar (imperfecto)	yo recordaba<br>tú recordabas<br>él, ella, Ud. recordaba<br>nosotros recordábamos<br>vosotros recordabais<br>ellos, ellas, Uds. recordaban<br>vos recordabas	imperfecto
recordar (pretérito)	yo recordé<br>tú recordaste<br>él, ella, Ud. recordó<br>nosotros recordamos<br>vosotros recordasteis<br>ellos, ellas, Uds. recordaron<br>vos recordaste	pretérito
recordar (futuro)	yo recordaré<br>tú recordarás<br>él, ella, Ud. recordará<br>nosotros recordaremos<br>vosotros recordaréis<br>ellos, ellas, Uds. recordarán<br>vos recordarás	futuro
recordar (condicional)	yo recordaría<br>tú recordarías<br>él, ella, Ud. recordaría<br>nosotros recordaríamos<br>vosotros recordaríais<br>ellos, ellas, Uds. recordarían<br>vos recordarías	condicional
recordar (pretérito anterior)	yo hube recordado<br>tú hubiste recordado<br>él, ella, Ud. hubo recordado<br>nosotros hubimos recordado<br>vosotros hubisteis recordado<br>ellos, ellas, Uds. hubieron recordado<br>vos hubiste recordado	pretérito anterior
recordar (pretérito perfecto)	yo he recordado<br>tú has recordado<br>él, ella, Ud. ha recordado<br>nosotros hemos recordado<br>vosotros habéis recordado<br>ellos, ellas, Uds. han recordado<br>vos has recordado	pretérito perfecto
recordar (pluscuamperfecto)	yo había recordado<br>tú habías recordado<br>él, ella, Ud. había recordado<br>nosotros habíamos recordado<br>vosotros habíais recordado<br>ellos, ellas, Uds. habían recordado<br>vos habías recordado	pluscuamperfecto
recordar (futuro perfecto)	yo habré recordado<br>tú habrás recordado<br>él, ella, Ud. habrá recordado<br>nosotros habremos recordado<br>vosotros habréis recordado<br>ellos, ellas, Uds. habrán recordado<br>vos habrás recordado	futuro perfecto
recordar (condicional perfecto)	yo habría recordado<br>tú habrías recordado<br>él, ella, Ud. habría recordado<br>nosotros habríamos recordado<br>vosotros habríais recordado<br>ellos, ellas, Uds. habrían recordado<br>vos habrías recordado	condicional perfecto
recordar (subjuntivo presente)	yo recuerde<br>tú recuerdes<br>él, ella, Ud. recuerde<br>nosotros recordemos<br>vosotros recordéis<br>ellos, ellas, Uds. recuerden<br>vos recuerdes, *recordés	subjuntivo presente
recordar (subjuntivo imperfecto)	yo recordara o recordase<br>tú recordaras o recordases<br>él, ella, Ud. recordara o recordase<br>nosotros recordáramos o recordásemos<br>vosotros recordarais o recordaseis<br>ellos, ellas, Uds. recordaran o recordasen<br>vos recordaras o recordases	subjuntivo imperfecto
recordar (subjuntivo futuro)	yo recordare<br>tú recordares<br>él, ella, Ud. recordare<br>nosotros recordáremos<br>vosotros recordareis<br>ellos, ellas, Uds. recordaren<br>vos recordares	subjuntivo futuro
recordar (subjuntivo pretérito perfecto)	yo haya recordado<br>tú hayas recordado<br>él, ella, Ud. haya recordado<br>nosotros hayamos recordado<br>vosotros hayáis recordado<br>ellos, ellas, Uds. hayan recordado<br>vos hayas recordado	subjuntivo pretérito perfecto
recordar (subjuntivo pluscuamperfecto)	yo hubiera o hubiese recordado<br>tú hubieras o hubieses recordado<br>él, ella, Ud. hubiera o hubiese recordado<br>nosotros hubiéramos o hubiésemos recordado<br>vosotros hubierais o hubieseis recordado<br>ellos, ellas, Uds. hubieran o hubiesen recordado<br>vos hubieras o hubieses recordado	subjuntivo pluscuamperfecto
recordar (subjuntivo futuro perfecto)	yo hubiere recordado<br>tú hubieres recordado<br>él, ella, Ud. hubiere recordado<br>nosotros hubiéremos recordado<br>vosotros hubiereis recordado<br>ellos, ellas, Uds. hubieren recordado<br>vos hubieres recordado	subjuntivo futuro perfecto
recordar (imperativo afirmativo)	yo –<br>tú ¡recuerda!<br>él, ella, Ud. ¡recuerde!<br>nosotros ¡recordemos!<br>vosotros ¡recordad!<br>ellos, ellas, Uds. ¡recuerden!<br>vos ¡recordá!	imperativo afirmativo
recordar (imperativo negativo)	yo –<br>tú ¡no recuerdes!<br>él, ella, Ud. ¡no recuerde!<br>nosotros ¡no recordemos!<br>vosotros ¡no recordéis!<br>ellos, ellas, Uds. ¡no recuerden!<br>vos ¡no recuerdes, *recordés!	imperativo negativo
terminar (presente)	yo termino<br>tú terminas<br>él, ella, Ud. termina<br>nosotros terminamos<br>vosotros termináis<br>ellos, ellas, Uds. terminan<br>vos terminás	presente
terminar (imperfecto)	yo terminaba<br>tú terminabas<br>él, ella, Ud. terminaba<br>nosotros terminábamos<br>vosotros terminabais<br>ellos, ellas, Uds. terminaban<br>vos terminabas	imperfecto
terminar (pretérito)	yo terminé<br>tú terminaste<br>él, ella, Ud. terminó<br>nosotros terminamos<br>vosotros terminasteis<br>ellos, ellas, Uds. terminaron<br>vos terminaste	pretérito
terminar (futuro)	yo terminaré<br>tú terminarás<br>él, ella, Ud. terminará<br>nosotros terminaremos<br>vosotros terminaréis<br>ellos, ellas, Uds. terminarán<br>vos terminarás	futuro
terminar (condicional)	yo terminaría<br>tú terminarías<br>él, ella, Ud. terminaría<br>nosotros terminaríamos<br>vosotros terminaríais<br>ellos, ellas, Uds. terminarían<br>vos terminarías	condicional
terminar (pretérito anterior)	yo hube terminado<br>tú hubiste terminado<br>él, ella, Ud. hubo terminado<br>nosotros hubimos terminado<br>vosotros hubisteis terminado<br>ellos, ellas, Uds. hubieron terminado<br>vos hubiste terminado	pretérito anterior
terminar (pretérito perfecto)	yo he terminado<br>tú has terminado<br>él, ella, Ud. ha terminado<br>nosotros hemos terminado<br>vosotros habéis terminado<br>ellos, ellas, Uds. han terminado<br>vos has terminado	pretérito perfecto
terminar (pluscuamperfecto)	yo había terminado<br>tú habías terminado<br>él, ella, Ud. había terminado<br>nosotros habíamos terminado<br>vosotros habíais terminado<br>ellos, ellas, Uds. habían terminado<br>vos habías terminado	pluscuamperfecto
terminar (futuro perfecto)	yo habré terminado<br>tú habrás terminado<br>él, ella, Ud. habrá terminado<br>nosotros habremos terminado<br>vosotros habréis terminado<br>ellos, ellas, Uds. habrán terminado<br>vos habrás terminado	futuro perfecto
terminar (condicional perfecto)	yo habría terminado<br>tú habrías terminado<br>él, ella, Ud. habría terminado<br>nosotros habríamos terminado<br>vosotros habríais terminado<br>ellos, ellas, Uds. habrían terminado<br>vos habrías terminado	condicional perfecto
terminar (subjuntivo presente)	yo termine<br>tú termines<br>él, ella, Ud. termine<br>nosotros terminemos<br>vosotros terminéis<br>ellos, ellas, Uds. terminen<br>vos termines, *terminés	subjuntivo presente
terminar (subjuntivo imperfecto)	yo terminara o terminase<br>tú terminaras o terminases<br>él, ella, Ud. terminara o terminase<br>nosotros termináramos o terminásemos<br>vosotros terminarais o terminaseis<br>ellos, ellas, Uds. terminaran o terminasen<br>vos terminaras o terminases	subjuntivo imperfecto
terminar (subjuntivo futuro)	yo terminare<br>tú terminares<br>él, ella, Ud. terminare<br>nosotros termináremos<br>vosotros terminareis<br>ellos, ellas, Uds. terminaren<br>vos terminares	subjuntivo futuro
terminar (subjuntivo pretérito perfecto)	yo haya terminado<br>tú hayas terminado<br>él, ella, Ud. haya terminado<br>nosotros hayamos terminado<br>vosotros hayáis terminado<br>ellos, ellas, Uds. hayan terminado<br>vos hayas terminado	subjuntivo pretérito perfecto
terminar (subjuntivo pluscuamperfecto)	yo hubiera o hubiese terminado<br>tú hubieras o hubieses terminado<br>él, ella, Ud. hubiera o hubiese terminado<br>nosotros hubiéramos o hubiésemos terminado<br>vosotros hubierais o hubieseis terminado<br>ellos, ellas, Uds. hubieran o hubiesen terminado<br>vos hubieras o hubieses terminado	subjuntivo pluscuamperfecto
terminar (subjuntivo futuro perfecto)	yo hubiere terminado<br>tú hubieres terminado<br>él, ella, Ud. hubiere terminado<br>nosotros hubiéremos terminado<br>vosotros hubiereis terminado<br>ellos, ellas, Uds. hubieren terminado<br>vos hubieres terminado	subjuntivo futuro perfecto
terminar (imperativo afirmativo)	yo –<br>tú ¡termina!<br>él, ella, Ud. ¡termine!<br>nosotros ¡terminemos!<br>vosotros ¡terminad!<br>ellos, ellas, Uds. ¡terminen!<br>vos ¡terminá!	imperativo afirmativo
terminar (imperativo negativo)	yo –<br>tú ¡no termines!<br>él, ella, Ud. ¡no termine!<br>nosotros ¡no terminemos!<br>vosotros ¡no terminéis!<br>ellos, ellas, Uds. ¡no terminen!<br>vos ¡no termines, *terminés!	imperativo negativo
permitir (presente)	yo permito<br>tú permites<br>él, ella, Ud. permite<br>nosotros permitimos<br>vosotros permitís<br>ellos, ellas, Uds. permiten<br>vos permitís	presente
permitir (imperfecto)	yo permitía<br>tú permitías<br>él, ella, Ud. permitía<br>nosotros permitíamos<br>vosotros permitíais<br>ellos, ellas, Uds. permitían<br>vos permitías	imperfecto
permitir (pretérito)	yo permití<br>tú permitiste<br>él, ella, Ud. permitió<br>nosotros permitimos<br>vosotros permitisteis<br>ellos, ellas, Uds. permitieron<br>vos permitiste	pretérito
permitir (futuro)	yo permitiré<br>tú permitirás<br>él, ella, Ud. permitirá<br>nosotros permitiremos<br>vosotros permitiréis<br>ellos, ellas, Uds. permitirán<br>vos permitirás	futuro
permitir (condicional)	yo permitiría<br>tú permitirías<br>él, ella, Ud. permitiría<br>nosotros permitiríamos<br>vosotros permitiríais<br>ellos, ellas, Uds. permitirían<br>vos permitirías	condicional
permitir (pretérito anterior)	yo hube permitido<br>tú hubiste permitido<br>él, ella, Ud. hubo permitido<br>nosotros hubimos permitido<br>vosotros hubisteis permitido<br>ellos, ellas, Uds. hubieron permitido<br>vos hubiste permitido	pretérito anterior
permitir (pretérito perfecto)	yo he permitido<br>tú has permitido<br>él, ella, Ud. ha permitido<br>nosotros hemos permitido<br>vosotros habéis permitido<br>ellos, ellas, Uds. han permitido<br>vos has permitido	pretérito perfecto
permitir (pluscuamperfecto)	yo había permitido<br>tú habías permitido<br>él, ella, Ud. había permitido<br>nosotros habíamos permitido<br>vosotros habíais permitido<br>ellos, ellas, Uds. habían permitido<br>vos habías permitido	pluscuamperfecto
permitir (futuro perfecto)	yo habré permitido<br>tú habrás permitido<br>él, ella, Ud. habrá permitido<br>nosotros habremos permitido<br>vosotros habréis permitido<br>ellos, ellas, Uds. habrán permitido<br>vos habrás permitido	futuro perfecto
permitir (condicional perfecto)	yo habría permitido<br>tú habrías permitido<br>él, ella, Ud. habría permitido<br>nosotros habríamos permitido<br>vosotros habríais permitido<br>ellos, ellas, Uds. habrían permitido<br>vos habrías permitido	condicional perfecto
permitir (subjuntivo presente)	yo permita<br>tú permitas<br>él, ella, Ud. permita<br>nosotros permitamos<br>vosotros permitáis<br>ellos, ellas, Uds. permitan<br>vos permitas	subjuntivo presente
permitir (subjuntivo imperfecto)	yo permitiera o permitiese<br>tú permitieras o permitieses<br>él, ella, Ud. permitiera o permitiese<br>nosotros permitiéramos o permitiésemos<br>vosotros permitierais o permitieseis<br>ellos, ellas, Uds. permitieran o permitiesen<br>vos permitieras o permitieses	subjuntivo imperfecto
permitir (subjuntivo futuro)	yo permitiere<br>tú permitieres<br>él, ella, Ud. permitiere<br>nosotros permitiéremos<br>vosotros permitiereis<br>ellos, ellas, Uds. permitieren<br>vos permitieres	subjuntivo futuro
permitir (subjuntivo pretérito perfecto)	yo haya permitido<br>tú hayas permitido<br>él, ella, Ud. haya permitido<br>nosotros hayamos permitido<br>vosotros hayáis permitido<br>ellos, ellas, Uds. hayan permitido<br>vos hayas permitido	subjuntivo pretérito perfecto
permitir (subjuntivo pluscuamperfecto)	yo hubiera o hubiese permitido<br>tú hubieras o hubieses permitido<br>él, ella, Ud. hubiera o hubiese permitido<br>nosotros hubiéramos o hubiésemos permitido<br>vosotros hubierais o hubieseis permitido<br>ellos, ellas, Uds. hubieran o hubiesen permitido<br>vos hubieras o hubieses permitido	subjuntivo pluscuamperfecto
permitir (subjuntivo futuro perfecto)	yo hubiere permitido<br>tú hubieres permitido<br>él, ella, Ud. hubiere permitido<br>nosotros hubiéremos permitido<br>vosotros hubiereis permitido<br>ellos, ellas, Uds. hubieren permitido<br>vos hubieres permitido	subjuntivo futuro perfecto
permitir (imperativo afirmativo)	yo –<br>tú ¡permite!<br>él, ella, Ud. ¡permita!<br>nosotros ¡permitamos!<br>vosotros ¡permitid!<br>ellos, ellas, Uds. ¡permitan!<br>vos ¡permití!	imperativo afirmativo
permitir (imperativo negativo)	yo –<br>tú ¡no permitas!<br>él, ella, Ud. ¡no permita!<br>nosotros ¡no permitamos!<br>vosotros ¡no permitáis!<br>ellos, ellas, Uds. ¡no permitan!<br>vos ¡no permitas!	imperativo negativo
aparecer (presente)	yo aparezco<br>tú apareces<br>él, ella, Ud. aparece<br>nosotros aparecemos<br>vosotros aparecéis<br>ellos, ellas, Uds. aparecen<br>vos aparecés	presente
aparecer (imperfecto)	yo aparecía<br>tú aparecías<br>él, ella, Ud. aparecía<br>nosotros aparecíamos<br>vosotros aparecíais<br>ellos, ellas, Uds. aparecían<br>vos aparecías	imperfecto
aparecer (pretérito)	yo aparecí<br>tú apareciste<br>él, ella, Ud. apareció<br>nosotros aparecimos<br>vosotros aparecisteis<br>ellos, ellas, Uds. aparecieron<br>vos apareciste	pretérito
aparecer (futuro)	yo apareceré<br>tú aparecerás<br>él, ella, Ud. aparecerá<br>nosotros apareceremos<br>vosotros apareceréis<br>ellos, ellas, Uds. aparecerán<br>vos aparecerás	futuro
aparecer (condicional)	yo aparecería<br>tú aparecerías<br>él, ella, Ud. aparecería<br>nosotros apareceríamos<br>vosotros apareceríais<br>ellos, ellas, Uds. aparecerían<br>vos aparecerías	condicional
aparecer (pretérito anterior)	yo hube aparecido<br>tú hubiste aparecido<br>él, ella, Ud. hubo aparecido<br>nosotros hubimos aparecido<br>vosotros hubisteis aparecido<br>ellos, ellas, Uds. hubieron aparecido<br>vos hubiste aparecido	pretérito anterior
aparecer (pretérito perfecto)	yo he aparecido<br>tú has aparecido<br>él, ella, Ud. ha aparecido<br>nosotros hemos aparecido<br>vosotros habéis aparecido<br>ellos, ellas, Uds. han aparecido<br>vos has aparecido	pretérito perfecto
aparecer (pluscuamperfecto)	yo había aparecido<br>tú habías aparecido<br>él, ella, Ud. había aparecido<br>nosotros habíamos aparecido<br>vosotros habíais aparecido<br>ellos, ellas, Uds. habían aparecido<br>vos habías aparecido	pluscuamperfecto
aparecer (futuro perfecto)	yo habré aparecido<br>tú habrás aparecido<br>él, ella, Ud. habrá aparecido<br>nosotros habremos aparecido<br>vosotros habréis aparecido<br>ellos, ellas, Uds. habrán aparecido<br>vos habrás aparecido	futuro perfecto
aparecer (condicional perfecto)	yo habría aparecido<br>tú habrías aparecido<br>él, ella, Ud. habría aparecido<br>nosotros habríamos aparecido<br>vosotros habríais aparecido<br>ellos, ellas, Uds. habrían aparecido<br>vos habrías aparecido	condicional perfecto
aparecer (subjuntivo presente)	yo aparezca<br>tú aparezcas<br>él, ella, Ud. aparezca<br>nosotros aparezcamos<br>vosotros aparezcáis<br>ellos, ellas, Uds. aparezcan<br>vos aparezcas	subjuntivo presente
aparecer (subjuntivo imperfecto)	yo apareciera o apareciese<br>tú aparecieras o aparecieses<br>él, ella, Ud. apareciera o apareciese<br>nosotros apareciéramos o apareciésemos<br>vosotros aparecierais o aparecieseis<br>ellos, ellas, Uds. aparecieran o apareciesen<br>vos aparecieras o aparecieses	subjuntivo imperfecto
aparecer (subjuntivo futuro)	yo apareciere<br>tú aparecieres<br>él, ella, Ud. apareciere<br>nosotros apareciéremos<br>vosotros apareciereis<br>ellos, ellas, Uds. aparecieren<br>vos aparecieres	subjuntivo futuro
aparecer (subjuntivo pretérito perfecto)	yo haya aparecido<br>tú hayas aparecido<br>él, ella, Ud. haya aparecido<br>nosotros hayamos aparecido<br>vosotros hayáis aparecido<br>ellos, ellas, Uds. hayan aparecido<br>vos hayas aparecido	subjuntivo pretérito perfecto
aparecer (subjuntivo pluscuamperfecto)	yo hubiera o hubiese aparecido<br>tú hubieras o hubieses aparecido<br>él, ella, Ud. hubiera o hubiese aparecido<br>nosotros hubiéramos o hubiésemos aparecido<br>vosotros hubierais o hubieseis aparecido<br>ellos, ellas, Uds. hubieran o hubiesen aparecido<br>vos hubieras o hubieses aparecido	subjuntivo pluscuamperfecto
aparecer (subjuntivo futuro perfecto)	yo hubiere aparecido<br>tú hubieres aparecido<br>él, ella, Ud. hubiere aparecido<br>nosotros hubiéremos aparecido<br>vosotros hubiereis aparecido<br>ellos, ellas, Uds. hubieren aparecido<br>vos hubieres aparecido	subjuntivo futuro perfecto
aparecer (imperativo afirmativo)	yo –<br>tú ¡aparece!<br>él, ella, Ud. ¡aparezca!<br>nosotros ¡aparezcamos!<br>vosotros ¡apareced!<br>ellos, ellas, Uds. ¡aparezcan!<br>vos ¡aparecé!	imperativo afirmativo
aparecer (imperativo negativo)	yo –<br>tú ¡no aparezcas!<br>él, ella, Ud. ¡no aparezca!<br>nosotros ¡no aparezcamos!<br>vosotros ¡no aparezcáis!<br>ellos, ellas, Uds. ¡no aparezcan!<br>vos ¡no aparezcas!	imperativo negativo
conseguir (presente)	yo consigo<br>tú consigues<br>él, ella, Ud. consigue<br>nosotros conseguimos<br>vosotros conseguís<br>ellos, ellas, Uds. consiguen<br>vos conseguís	presente
conseguir (imperfecto)	yo conseguía<br>tú conseguías<br>él, ella, Ud. conseguía<br>nosotros conseguíamos<br>vosotros conseguíais<br>ellos, ellas, Uds. conseguían<br>vos conseguías	imperfecto
conseguir (pretérito)	yo conseguí<br>tú conseguiste<br>él, ella, Ud. consiguió<br>nosotros conseguimos<br>vosotros conseguisteis<br>ellos, ellas, Uds. consiguieron<br>vos conseguiste	pretérito
conseguir (futuro)	yo conseguiré<br>tú conseguirás<br>él, ella, Ud. conseguirá<br>nosotros conseguiremos<br>vosotros conseguiréis<br>ellos, ellas, Uds. conseguirán<br>vos conseguirás	futuro
conseguir (condicional)	yo conseguiría<br>tú conseguirías<br>él, ella, Ud. conseguiría<br>nosotros conseguiríamos<br>vosotros conseguiríais<br>ellos, ellas, Uds. conseguirían<br>vos conseguirías	condicional
conseguir (pretérito anterior)	yo hube conseguido<br>tú hubiste conseguido<br>él, ella, Ud. hubo conseguido<br>nosotros hubimos conseguido<br>vosotros hubisteis conseguido<br>ellos, ellas, Uds. hubieron conseguido<br>vos hubiste conseguido	pretérito anterior
conseguir (pretérito perfecto)	yo he conseguido<br>tú has conseguido<br>él, ella, Ud. ha conseguido<br>nosotros hemos conseguido<br>vosotros habéis conseguido<br>ellos, ellas, Uds. han conseguido<br>vos has conseguido	pretérito perfecto
conseguir (pluscuamperfecto)	yo había conseguido<br>tú habías conseguido<br>él, ella, Ud. había conseguido<br>nosotros habíamos conseguido<br>vosotros habíais conseguido<br>ellos, ellas, Uds. habían conseguido<br>vos habías conseguido	pluscuamperfecto
conseguir (futuro perfecto)	yo habré conseguido<br>tú habrás conseguido<br>él, ella, Ud. habrá conseguido<br>nosotros habremos conseguido<br>vosotros habréis conseguido<br>ellos, ellas, Uds. habrán conseguido<br>vos habrás conseguido	futuro perfecto
conseguir (condicional perfecto)	yo habría conseguido<br>tú habrías conseguido<br>él, ella, Ud. habría conseguido<br>nosotros habríamos conseguido<br>vosotros habríais conseguido<br>ellos, ellas, Uds. habrían conseguido<br>vos habrías conseguido	condicional perfecto
conseguir (subjuntivo presente)	yo consiga<br>tú consigas<br>él, ella, Ud. consiga<br>nosotros consigamos<br>vosotros consigáis<br>ellos, ellas, Uds. consigan<br>vos consigas, *consigás	subjuntivo presente
conseguir (subjuntivo imperfecto)	yo consiguiera o consiguiese<br>tú consiguieras o consiguieses<br>él, ella, Ud. consiguiera o consiguiese<br>nosotros consiguiéramos o consiguiésemos<br>vosotros consiguierais o consiguieseis<br>ellos, ellas, Uds. consiguieran o consiguiesen<br>vos consiguieras o consiguieses	subjuntivo imperfecto
conseguir (subjuntivo futuro)	yo consiguiere<br>tú consiguieres<br>él, ella, Ud. consiguiere<br>nosotros consiguiéremos<br>vosotros consiguiereis<br>ellos, ellas, Uds. consiguieren<br>vos consiguieres	subjuntivo futuro
conseguir (subjuntivo pretérito perfecto)	yo haya conseguido<br>tú hayas conseguido<br>él, ella, Ud. haya conseguido<br>nosotros hayamos conseguido<br>vosotros hayáis conseguido<br>ellos, ellas, Uds. hayan conseguido<br>vos hayas conseguido	subjuntivo pretérito perfecto
conseguir (subjuntivo pluscuamperfecto)	yo hubiera o hubiese conseguido<br>tú hubieras o hubieses conseguido<br>él, ella, Ud. hubiera o hubiese conseguido<br>nosotros hubiéramos o hubiésemos conseguido<br>vosotros hubierais o hubieseis conseguido<br>ellos, ellas, Uds. hubieran o hubiesen conseguido<br>vos hubieras o hubieses conseguido	subjuntivo pluscuamperfecto
conseguir (subjuntivo futuro perfecto)	yo hubiere conseguido<br>tú hubieres conseguido<br>él, ella, Ud. hubiere conseguido<br>nosotros hubiéremos conseguido<br>vosotros hubiereis conseguido<br>ellos, ellas, Uds. hubieren conseguido<br>vos hubieres conseguido	subjuntivo futuro perfecto
conseguir (imperativo afirmativo)	yo –<br>tú ¡consigue!<br>él, ella, Ud. ¡consiga!<br>nosotros ¡consigamos!<br>vosotros ¡conseguid!<br>ellos, ellas, Uds. ¡consigan!<br>vos ¡conseguí!	imperativo afirmativo
conseguir (imperativo negativo)	yo –<br>tú ¡no consigas!<br>él, ella, Ud. ¡no consiga!<br>nosotros ¡no consigamos!<br>vosotros ¡no consigáis!<br>ellos, ellas, Uds. ¡no consigan!<br>vos ¡no consigas, *consigás!	imperativo negativo
comenzar (presente)	yo comienzo<br>tú comienzas<br>él, ella, Ud. comienza<br>nosotros comenzamos<br>vosotros comenzáis<br>ellos, ellas, Uds. comienzan<br>vos comenzás	presente
comenzar (imperfecto)	yo comenzaba<br>tú comenzabas<br>él, ella, Ud. comenzaba<br>nosotros comenzábamos<br>vosotros comenzabais<br>ellos, ellas, Uds. comenzaban<br>vos comenzabas	imperfecto
comenzar (pretérito)	yo comencé<br>tú comenzaste<br>él, ella, Ud. comenzó<br>nosotros comenzamos<br>vosotros comenzasteis<br>ellos, ellas, Uds. comenzaron<br>vos comenzaste	pretérito
comenzar (futuro)	yo comenzaré<br>tú comenzarás<br>él, ella, Ud. comenzará<br>nosotros comenzaremos<br>vosotros comenzaréis<br>ellos, ellas, Uds. comenzarán<br>vos comenzarás	futuro
comenzar (condicional)	yo comenzaría<br>tú comenzarías<br>él, ella, Ud. comenzaría<br>nosotros comenzaríamos<br>vosotros comenzaríais<br>ellos, ellas, Uds. comenzarían<br>vos comenzarías	condicional
comenzar (pretérito anterior)	yo hube comenzado<br>tú hubiste comenzado<br>él, ella, Ud. hubo comenzado<br>nosotros hubimos comenzado<br>vosotros hubisteis comenzado<br>ellos, ellas, Uds. hubieron comenzado<br>vos hubiste comenzado	pretérito anterior
comenzar (pretérito perfecto)	yo he comenzado<br>tú has comenzado<br>él, ella, Ud. ha comenzado<br>nosotros hemos comenzado<br>vosotros habéis comenzado<br>ellos, ellas, Uds. han comenzado<br>vos has comenzado	pretérito perfecto
comenzar (pluscuamperfecto)	yo había comenzado<br>tú habías comenzado<br>él, ella, Ud. había comenzado<br>nosotros habíamos comenzado<br>vosotros habíais comenzado<br>ellos, ellas, Uds. habían comenzado<br>vos habías comenzado	pluscuamperfecto
comenzar (futuro perfecto)	yo habré comenzado<br>tú habrás comenzado<br>él, ella, Ud. habrá comenzado<br>nosotros habremos comenzado<br>vosotros habréis comenzado<br>ellos, ellas, Uds. habrán comenzado<br>vos habrás comenzado	futuro perfecto
comenzar (condicional perfecto)	yo habría comenzado<br>tú habrías comenzado<br>él, ella, Ud. habría comenzado<br>nosotros habríamos comenzado<br>vosotros habríais comenzado<br>ellos, ellas, Uds. habrían comenzado<br>vos habrías comenzado	condicional perfecto
comenzar (subjuntivo presente)	yo comienc	subjuntivo presente
comenzar (subjuntivo pretérito perfecto)	yo haya comenzado<br>tú hayas comenzado<br>él, ella, Ud. haya comenzado<br>nosotros hayamos comenzado<br>vosotros hayáis comenzado<br>ellos, ellas, Uds. hayan comenzado<br>vos hayas comenzado	subjuntivo pretérito perfecto
comenzar (subjuntivo pluscuamperfecto)	yo hubiera o hubiese comenzado<br>tú hubieras o hubieses comenzado<br>él, ella, Ud. hubiera o hubiese comenzado<br>nosotros hubiéramos o hubiésemos comenzado<br>vosotros hubierais o hubieseis comenzado<br>ellos, ellas, Uds. hubieran o hubiesen comenzado<br>vos hubieras o hubieses comenzado	subjuntivo pluscuamperfecto
comenzar (subjuntivo futuro perfecto)	yo hubiere comenzado<br>tú hubieres comenzado<br>él, ella, Ud. hubiere comenzado<br>nosotros hubiéremos comenzado<br>vosotros hubiereis comenzado<br>ellos, ellas, Uds. hubieren comenzado<br>vos hubieres comenzado	subjuntivo futuro perfecto
comenzar (imperativo afirmativo)	yo –<br>tú ¡comienza!<br>él, ella, Ud. ¡comienc	imperativo afirmativo
servir (presente)	yo sirvo<br>tú sirves<br>él, ella, Ud. sirve<br>nosotros servimos<br>vosotros servís<br>ellos, ellas, Uds. sirven<br>vos servís	presente
servir (imperfecto)	yo servía<br>tú servías<br>él, ella, Ud. servía<br>nosotros servíamos<br>vosotros servíais<br>ellos, ellas, Uds. servían<br>vos servías	imperfecto
servir (pretérito)	yo serví<br>tú serviste<br>él, ella, Ud. sirvió<br>nosotros servimos<br>vosotros servisteis<br>ellos, ellas, Uds. sirvieron<br>vos serviste	pretérito
servir (futuro)	yo serviré<br>tú servirás<br>él, ella, Ud. servirá<br>nosotros serviremos<br>vosotros serviréis<br>ellos, ellas, Uds. servirán<br>vos servirás	futuro
servir (condicional)	yo serviría<br>tú servirías<br>él, ella, Ud. serviría<br>nosotros serviríamos<br>vosotros serviríais<br>ellos, ellas, Uds. servirían<br>vos servirías	condicional
